id,stats_id,cbs_id,fleaflicker_id,nfl_id,espn_id,fftoday_id,numfire_id,fantasypro_id,fantasydata_id,fantasynerd_id,rts_id,fantasypro_num_id,gsis_id,sleeper_id
14312,31819,2071581,14641,2562800,,17821,chris-blewitt,chris-blewitt,,3847,,18659,00-0034913,6192
14313,32211,2142440,15305,2562494,,,,emmanuel-butler,,3954,,,00-0034943,6107
14314,32475,2190739,15204,2562402,,16760,,bruce-anderson,,,,,00-0035467,6072
14315,32292,3116796,15035,2562562,4061956,16812,ashton-dulin,ashton-dulin,,,,18656,00-0035021,6427
14316,32293,2183625,15031,2562804,3917546,16758,penny-hart,penny-hart,,,,18787,00-0035022,5902
14317,32342,2137866,15284,2562393,3120980,16807,keelan-doss,keelan-doss,,,,18540,00-0035120,6032
14318,32338,2180620,15011,2562583,,,,jazz-ferguson,,,,,00-0035090,5997
14319,32225,2131774,14951,2562626,3125107,16798,andrew-beck,andrew-beck,,3950,,18748,00-0034959,6323
14320,31227,2925550,14011,2560038,,17349,jeff-badet,jeff-badet,,3793,,17601,00-0034207,5275
14321,32367,2136709,15128,2562759,3126115,17913,cody-thompson,cody-thompson,,,,18535,00-0035164,6171
14322,32403,2139322,15241,2562564,3121544,16836,t-j-edwards,tj-edwards,,,,18281,00-0035386,5960
14323,30063,2239232,12786,2557032,,,,,,3238,,,00-0033092,3893
14324,32261,2189163,15215,2562710,,,,dax-raymond,,,,18640,00-0035058,6016
14325,32190,3116707,,2563036,,,,,,,,,00-0034931,6046
14326,,,,2562279,,,,,,,,,00-0035338,5939
14327,32302,2181185,14960,2562347,,,,jaylen-smith,,,,,00-0035121,6155
14328,32105,2181092,14981,2562548,3918331,16769,andrew-wingard,andrew-wingard,,,,18576,00-0035378,6416
14329,32244,,15272,2562952,,,,reggie-white,,,,,00-0035019,6261
14330,32378,3116850,15358,2563128,,16843,,darrius-shepherd,,,,19030,00-0035181,6519
14331,32608,3117165,15453,2563327,3139602,16771,d-ernest-johnson,dernest-johnson,,,16871,19111,00-0035628,6694
14332,32352,2180481,15375,2562639,,,,c.j.-conrad,,,,,00-0035009,6501
14333,32473,2132445,15439,2562831,,,,wes-hills,,,,,00-0035489,6115
14334,,,,,,,,,,,,,00-0034141,5244
14335,31831,2079797,,2562897,,17292,elliott-fry,elliott-fry,,,16875,18672,00-0034921,6208
14336,32200,2136691,,2562839,,,,jonvea-johnson,,,,18534,00-0035417,6420
14337,32201,2186663,15260,2562844,3932430,16892,jalen-guyton,jalen-guyton,,,16843,18941,00-0035414,6421
14338,32238,,,2563062,,,,,,,,,00-0035013,6446
14339,30111,2807384,,2558808,,16919,,,,,,,00-0033215,4050
14340,32159,,,2563019,,,,,,,,,00-0035491,6373
14341,32456,2183713,15183,2562394,3912092,17296,donald-parham-jr,,,,16863,18835,00-0035329,6074
14342,31347,2925200,,2561443,,16858,christian-blake,christian-blake,,,,17855,00-0034132,5241
14344,32464,3117019,,,,,,,,,,,00-0035394,6317
14348,31832,,,2562953,,,,,,,,,00-0034922,6209
14349,31821,3112891,,,,,,,,,,,00-0034915,6195
14350,31280,,,2561308,,,,jordan-chunn,,,,17764,00-0034551,5168
14351,31732,,,,,,,,,,,,00-0034735,5269
14354,32426,,,2562812,,,,anthony-ratliff-williams,,,,,00-0035520,5984
14356,31427,2925517,,2561115,,17259,nick-keizer,nick-keizer,,,17298,18054,00-0034192,5465
14358,32138,2180355,14906,2562634,3886812,18721,jake-browning,jake-browning,,,16847,18557,00-0035100,6111
14359,31826,3114047,,2562890,3115349,16832,jakob-johnson,jakob-johnson,,,,18673,00-0035726,6202
14363,31441,2925426,,2561264,3049290,17416,kevin-rader,kevin-radar,,,,17802,00-0034193,5171
14365,,,,,,,,,,,,,00-0033705,4669
14367,32543,2131632,,2562284,,17843,daniel-helm,daniel-helm,,,,18350,00-0035428,6089
14368,32383,3116876,,2563138,,17352,austin-walter,austin-walter,,,,19032,00-0035187,6553
14370,31257,2926606,14275,2561215,3050481,16849,tanner-hudson,tanner-hudson,,,16900,17826,00-0034613,5409
14372,29666,2237671,,2556852,,16818,j-p-holtz,jp-holtz,,,,16022,00-0032986,3695
14373,32471,3117021,,,,,damion-willis,,,,,,00-0035401,6549
14377,31657,2926782,,,3119119,16820,,abdullah-anderson,,,,17779,00-0034587,5636
14379,31753,2933851,14586,,3128303,16870,josh-woods,josh-woods,,,,18140,00-0034801,5757
14384,32220,2131312,15097,,,16785,malik-reed,malik-reed,,,,18667,00-0034954,6436
14387,31643,2060752,,2561269,,17768,ryan-santoso,ryan-santoso,,,17809,17792,00-0034648,5692
14393,32369,3116851,,,,,,,,,,,00-0035171,6496
14394,29933,2237082,,,,,,,,,,,00-0032830,3808
14398,31733,,,,,16788,,steven-parker,,,,17386,00-0034736,5741
14400,32440,2180466,,,,16777,jonathan-ledbetter,jonathan-ledbetter,,,,18371,00-0035343,5945
14401,31815,3103639,14635,2562038,2577637,16774,sam-eguavoen,sam-eguavoen,,,,18197,00-0034902,5830
14405,32490,2181068,15153,,3918310,16833,carl-granderson,carl-granderson,,,,18295,00-0035402,5912
14411,31810,,,,,17298,tevaughn-campbell,tevaughn-campbell,,,,18658,00-0034903,5827
14412,28716,2174973,11524,,2612151,16846,alex-singleton,alex-singleton,,,,14399,00-0031898,2617
14419,29915,,,2556725,,,,,,,,,00-0032835,3805
14420,32344,2183930,15279,2562288,3917668,16810,alec-ingold,alec-ingold,,,,18571,00-0035125,6109
14421,31648,,,,,,trent-harris,trent-harris,,,,17656,00-0034588,5664
14426,32174,3116875,15021,2562968,3128444,17379,matthew-wright,matthew-wright,,,16903,18779,00-0035189,6268
14432,,,,,,,,,,,,,00-0034650,5684
14434,31582,2140999,14037,,3125248,16841,jeremy-reaves,jeremy-reaves,,,,17766,00-0034465,5792
14435,31302,2926462,,2561184,,16765,reggie-bonnafon,reggie-bonnafon,,,,17867,00-0034578,5162
14445,32621,,,2563337,,,,,,,,,00-0035691,6710
14450,32356,2186422,,2562640,,,,,,,,,00-0035154,5941
14456,32102,2131208,,,,,,,,,,,00-0035375,6244
14458,32541,3117060,,2562974,,17328,,jeremy-cox,,,,18925,00-0035427,6246
14461,32109,3116897,,,,,,,,,,,00-0035194,6357
14463,32115,3116936,,,,,,,,,,,00-0035200,6358
14464,31749,2930527,,2561622,,16809,jaeden-graham,jaeden-graham,,,16951,18135,00-0034788,5754
14465,32559,3117135,,2563300,,16856,tony-brooks-james,tony-brooks-james,,,,19046,00-0035551,6585
14466,32113,3116935,,,,,,,,,,,00-0035198,6347
14471,32412,2804380,,,,,,,,,,,00-0035353,6227
14472,32411,2249181,14911,,4035232,17266,tyrel-dodson,tyrel-dodson,,,,18584,00-0035352,6315
14478,28934,2175031,,,,16851,james-vaughters,james-vaughters,,,,14447,00-0031838,2778
14480,32466,2139040,,,,,,,,,,,00-0035396,6318
14481,32556,3117108,,2563267,,16845,ventell-bryant,ventell-bryant,,,,19045,00-0035548,6628
14486,32283,3116788,,2562827,4249030,17879,d-j-montgomery,dj-montgomery,,,,18984,00-0035045,6453
14488,32273,3116783,,2563044,,16852,stephen-carlson,stephen-carlson,,,,18757,00-0035039,6451
14493,32206,2136547,,,,17341,nate-hall,nate-hall,,,,18452,00-0035415,6027
14495,32205,3117022,15262,,3116097,16857,luke-gifford,luke-gifford,,,,18943,00-0035413,6612
14496,32400,,,2563040,,,,,,,,,00-0034935,6539
14498,32219,2186057,,,,,,,,,,,00-0034949,6438
14499,32189,3116706,,2563035,,17773,trinity-benson,trinity-benson,,,,18815,00-0034930,6395
14501,32191,,,2563037,,,,,,,,,00-0034932,6396
14502,31381,,,,,16799,trey-marshall,trey-marshall,,,,17720,00-0034111,5442
14509,32266,3116793,,,3116367,17884,,curtis-bolton,,,,19002,00-0035076,6430
14510,32152,3117010,,,,,,,,,,,00-0035483,6371
14512,32162,,,,,,,,,,,,00-0035494,6372
14517,31478,,,2560971,,17278,,marcus-baugh,,,,17483,00-0034169,5233
14518,32623,3126183,15467,,4043089,16825,jalen-thompson,jalen-thompson,,,,19108,00-0035705,6711
14519,32151,2250824,,,4035866,16835,jordan-kunaszyk,jordan-kunaszyk,,,,19104,00-0035444,6307
14532,,,,,,,,,,,,,00-0035155,5968
14533,32488,3117089,,2562995,4408988,17307,malik-taylor,malik-taylor,,,,18856,00-0035480,6239
14535,32420,3117093,,,,17273,,amani-bledsoe,,,,18808,00-0035513,6043
14543,32359,3116857,,,3122906,17394,darius-harris,darius-harris,,,,18827,00-0035157,6551
14544,32624,,,2563340,,,,,,,,,00-0035701,6712
14545,32547,3117063,,2562860,,16842,jason-moore-1,jason-moore,,,,18933,00-0035432,6247
14548,32124,2186388,,2563301,3919510,17885,alex-bachman,alex-bachman,,,,18902,00-0035602,6386
14549,32137,3117157,,2563316,3119317,16911,nsimba-webster,nsimba-webster,,,,18907,00-0035621,6387
14552,32140,2139744,15091,2562869,3122154,16874,khari-blasingame,khari-blasingame,,,,18847,00-0035099,6379
14555,32612,3117210,,2563329,4424106,16801,gunner-olszewski,gunner-olszewski,,,,19093,00-0035645,6699
14557,32230,2185472,,,,17346,terez-hall,terez-hall,,,,18744,00-0034962,5990
14558,32398,3116892,15154,2563155,4411193,16793,deonte-harris,deonte-harris,,,,18876,00-0035215,6234
14559,32492,2180324,,,,16875,,porter-gustin,,,,18500,00-0035404,5996
14560,32243,2142830,,,,,,,,,,,00-0035018,6163
14561,32533,2185927,,2562845,,16898,jeff-smith,jeff-smith,,,,18791,00-0035510,6557
14565,28279,2132892,,2550734,,16821,diontae-spencer,diontae-spencer,,,,13753,00-0031319,5828
14576,,,,,,,,,,,,,00-0034035,4829
14579,32589,3117116,,,,16887,,kareem-orr,,,,19070,00-0035573,6682
14584,32222,2174864,,,,16867,josh-watson,josh-watson-lb,,,,18818,00-0034956,2894
14590,32318,2183512,15334,,3919117,16778,azeez-al-shaair,azeez-al-shaair,,,,18361,00-0035166,6485
14591,32364,3116861,,,,17322,,john-lovett,,,,18820,00-0035161,6231
14592,32123,2186266,15107,2562808,3917914,16859,olamide-zaccheaus,olamide-zaccheaus,,,16956,18864,00-0035208,6271
14595,32461,3117029,,,3124052,16787,kevin-strong,kevin-strong,,,,19102,00-0035334,6536
14600,32384,3116871,15366,2563132,3124084,16763,joey-slye,joey-slye,,,16895,19028,00-0035192,6528
14612,32439,2139562,,2563296,3127211,16815,patrick-laird,patrick-laird,,,,18332,00-0035342,6311
14613,32187,3116703,,2563033,3917960,16789,steven-sims,,,,,18962,00-0034928,6402
14618,32581,3117128,,2563258,,16826,devlin-hodges,devlin-hodges,,,16932,19063,00-0035577,6595
14622,32642,,,,,,,jordan-taamu,,,,19128,00-0035735,6730
14624,32139,2180502,,,3915373,18370,,micah-abernathy,,,,18845,00-0035098,6355
14649,140760,2133524,,,,,,,,,,,00-0035340,6538
14650,31808,3103638,,,,17417,,tristan-vizcaino,,,17344,18670,00-0034909,5823
14651,32181,3116700,,,,,,,,,,,00-0034923,6099
14652,32321,2185968,,,3929641,16924,kevin-givens,kevin-givens,,,,18879,00-0035026,6005
14653,32425,2140284,,,,16773,isaiah-mack,isaiah-mack,,,,19106,00-0035519,6601
14654,32295,3116798,,2563066,,16847,,hale-hentges,,,,18785,00-0035025,6439
14660,32241,2184767,,,,,,,,,,,00-0035016,6160
14665,32142,3116815,,2562984,,17364,brandon-dillon,brandon-dillon,,,,18400,00-0035102,6279
14666,,,,,,,,,,,,,00-0034556,5489
14669,32348,3116813,15282,,4259493,16792,keisean-nixon,keisean-nixon,,,,18495,00-0035133,6333
14670,31454,2925534,,,3052059,16796,daniel-ekuale,daniel-ekuale,,,,17669,00-0034251,5532
14671,32454,,,,,16782,c-j-moore,calvin-moore,,,,19120,00-0035327,6724
14672,32135,2139310,15081,,3116177,16770,troy-reeder,troy-reeder,,,,18905,00-0035617,6353
14674,30716,,,,,16775,,jomal-wiltz,,,,16955,00-0033734,4658
14675,32497,2180542,15149,,3886601,16784,shy-tuttle,shy-tuttle,,,,18873,00-0035409,6627
14676,32530,2180531,14944,,,16795,,kyle-phillips,,,,18740,00-0035507,6235
14678,32582,3117129,,,,16802,,,,,,,00-0035579,6679
14680,32336,,,,,16779,bryan-mone,bryan-mone,,,,19004,00-0035094,6494
14681,31256,2926605,,,3052926,16891,,demone-harris,,,,17830,00-0034612,5218
14682,32304,2139862,,,,17312,otaro-alaka,otaro-alaka,,,,18526,00-0035103,6432
14683,31636,,,,,16781,,chris-jones-cb,,,,17796,00-0034641,2682
14696,32145,,,,,,,,,,,,00-0035108,6354
14702,32552,3117066,,,3917058,16803,roderic-teamer,roderic-teamer,,,,18932,00-0035437,6257
14716,32254,3116773,,,4422407,16819,jonathan-harris,jonathan-harris,,,,19020,00-0035073,6467
14717,32417,2165272,15412,2563203,3150744,16824,chase-mclaughlin,chase-mclaughlin,,,16939,19058,00-0035358,6650
14720,32371,3116853,,,,,,,,,,,00-0035172,6579
14722,32443,3117055,14918,,3124702,16840,nik-needham,nik-needham,,,,18548,00-0035346,6258
14727,32596,3117134,15434,2562834,4421446,17396,craig-reynolds,craig-reynolds,,,16882,19074,00-0035567,6659
14728,32427,3117096,,,,16902,derick-roberson,derick-roberson,,,,18486,00-0035521,6581
14737,32091,2179243,14980,,3917797,16893,joe-giles-harris,joe-giles-harris,,,,18765,00-0035363,6105
14738,32408,3117082,15231,,,16850,anthony-rush,anthony-rush,,,,18945,00-0035390,6542
14746,31352,,,,,16866,jacob-tuioti-mariner,jacob-tuioti-mariner-de,,,,17851,00-0034154,5505
14752,32576,3117107,,2563270,3940587,16877,jesper-horsted,jesper-horsted,,,,18482,00-0035562,6075
14756,31286,,,,,,,,,,,,00-0034559,5495
14760,31607,2926601,,2561331,,16897,rico-gafford,rico-gafford,,,,17981,00-0034660,5197
14777,32671,2179798,15532,2563722,3915511,17028,joe-burrow,joe-burrow,,,17000,19196,00-0036442,6770
14778,32675,2741209,15533,2564499,4241479,17221,tua-tagovailoa,tua-tagovailoa,,,16985,19198,00-0036212,6768
14779,32676,2221960,15516,2565045,4038941,17102,justin-herbert,justin-herbert,,,17002,18635,00-0036355,6797
14780,32792,2240210,15707,2564115,4035003,17068,jacob-eason,jacob-eason,,,17003,19220,00-0036226,6823
14781,32837,2803326,15624,2563608,4240689,17076,jake-fromm,jake-fromm,,,17001,19243,00-0036197,6822
14782,32696,2239997,15522,2564007,4036378,17146,jordan-love,jordan-love,,,17004,19246,00-0036264,6804
14783,32723,2240246,15581,2564832,4040715,17116,jalen-hurts,jalen-hurts,,,17005,19275,00-0036389,6904
14784,33207,2185536,,2565285,,,,steven-montez,,,,19514,00-0036022,7013
14785,32914,2251110,,2564577,,17211,,nate-stanley,,,,19461,00-0036279,6892
14786,33246,2221866,,,,,,shea-patterson,,,,,,7063
14787,33266,2251387,,2565153,,,,anthony-gordon,,,,19318,00-0035988,6898
14788,33015,2186429,,2564619,,,,brian-lewerke,,,,,00-0036092,7008
14789,32993,3159137,15705,2563560,4035671,17392,tyler-huntley,tyler-huntley,,,17343,19297,00-0035993,7083
14790,32795,2180077,,2564805,,17160,,james-morgan,,,17144,19628,00-0036301,7081
14791,,,,,,,,mason-fine,,,,,,7102
14792,33258,3159114,,2564382,,,,bryce-perkins,,,,19415,00-0035939,7335
14793,32859,2132133,,2564205,,17147,jake-luton,jake-luton,,,17199,19618,00-0036312,7084
14794,32894,2257005,,2564052,,17153,,cole-mcdonald,,,,19500,,6954
14795,,2179210,,,,,,kelly-bryant,,,,,,7110
14796,32928,3159056,,2563905,,,,riley-neal,,,,,,7158
14797,32705,2871710,15601,2563965,4259545,17220,d-andre-swift,dandre-swift,,,16978,19210,00-0036275,6790
14798,32756,2240516,15548,2563617,4035676,17161,zack-moss,zack-moss,,,16989,19263,00-0036251,6845
14799,32722,2804034,15563,2564319,4240021,17003,cam-akers,cam-akers,,,16988,19268,00-0036414,6938
14800,32725,2804420,15555,2563548,4241985,17062,j-k-dobbins,jk-dobbins,,,16987,19245,00-0036158,6806
14801,32892,2760832,15765,2564889,,17013,eno-benjamin,eno-benjamin,,,17013,19361,00-0036383,6951
14802,32711,2866395,15604,2564148,4242335,17224,jonathan-taylor,jonathan-taylor,,,16980,19217,00-0036223,6813
14803,32702,2804554,15539,2564271,4242214,17070,clyde-edwards-helaire,clyde-edwards-helaire,,4133,17012,19325,00-0036360,6820
14804,32794,2804293,15692,2564994,4241941,17154,anthony-mcfarland-jr,anthony-mcfarland,,,17011,19366,00-0036336,6878
14805,32732,2867083,15568,2563986,4239934,17060,aj-dillon,aj-dillon,,,17018,19358,00-0036265,6828
14806,32790,2248610,15723,2564808,4034952,17178,la-mical-perine,lamical-perine,,,17017,19333,00-0036269,6908
14807,32782,2183195,15622,2565054,3910544,17136,joshua-kelley,joshua-kelley,,,17055,19445,00-0036370,7045
14808,32763,2240806,15550,2564043,4036431,17073,darrynton-evans,darrynton-evans,,,17015,19418,00-0036297,7064
14809,33153,2165586,,2563680,,17350,rodney-smith-1,rodney-smith-rb,,,,19470,00-0035957,7101
14810,32746,2179704,15620,2565258,3917612,17234,ke-shawn-vaughn,keshawn-vaughn,,,17010,19351,00-0036450,6885
14811,33265,2815163,15937,2565090,4243315,17343,salvon-ahmed,salvon-ahmed,,,17014,19449,00-0036020,6918
14812,33098,2240319,,2563824,,,,darius-anderson,,,,19455,00-0036027,7038
14813,33138,2257036,16105,2564223,4052042,17257,james-robinson,james-robinson,,,17265,19631,00-0035831,6955
14814,33307,2248619,,2563788,,,,brian-herrien,,,,,,7001
14815,32814,2804094,15680,2565144,4240631,17046,deejay-dallas,deejay-dallas,,,17159,19521,00-0036425,6931
14816,32972,2967145,,2564877,,,,michael-warren,,,,19399,00-0036006,6992
14817,33235,2256736,16024,2564040,4039358,17845,patrick-taylor,patrick-taylor,,,17264,19544,00-0035973,6963
14818,33297,3159182,15999,2564364,,17362,xavier-jones,xavier-jones,,,,19493,00-0036078,7088
14819,33126,2239519,,2564187,,,,tavien-feaster,,,,19436,00-0035825,7103
14820,33037,2804292,,2564751,,,,javon-leake,,,,19432,00-0035868,6966
14821,33199,2189504,15936,2565108,3928925,17255,jamycal-hasty,jamycal-hasty,,,17275,19627,00-0035806,6996
14822,,,,,,,,reggie-corbin,,,,,,6978
14823,33100,2252798,15904,2565295,4038815,17262,rico-dowdle,rico-dowdle,,,17274,19647,00-0036139,7021
14824,33161,2962972,15993,2564085,,17390,scottie-phillips,scottie-phillips,,,,19570,00-0036069,7005
14825,,,,,,,,,,,,,,
14826,33179,2250853,,2565417,,17355,artavis-pierce,artavis-pierce,,,,19547,00-0036208,7227
14827,33028,2252786,16076,2564640,4039607,17264,j-j-taylor,jj-taylor,,,,19438,00-0036096,6973
14828,33114,2260681,16039,2564679,4046676,17413,tony-jones-jr,tony-jones-rb,,,,19482,00-0035860,6984
14829,33309,2258154,,2563794,,,,benny-lemay,,,,19490,00-0036117,7048
14830,32926,2188191,,2563878,,17287,levante-bellamy,levante-bellamy,,,,19345,00-0035912,6959
14831,32966,3159156,,2564841,,,,adrian-killins,,,,19496,00-0036000,7093
14832,32687,2865251,15523,2563848,4241389,17141,ceedee-lamb,ceedee-lamb,,,16986,19202,00-0036358,6786
14833,32685,2741201,15544,2563896,4241463,17127,jerry-jeudy,jerry-jeudy,,,16981,19201,00-0036407,6783
14834,32682,2866521,15526,2564433,4241475,17198,henry-ruggs,henry-ruggs,,,16982,19207,00-0036357,6789
14835,32703,2809208,15585,2563731,4239993,17104,tee-higgins,tee-higgins,,,16991,19211,00-0036410,6801
14836,32692,2871343,15540,2564556,4262921,17123,justin-jefferson,justin-jefferson,,,17020,19236,00-0036322,6794
14837,32716,2804432,15608,2563890,4240380,17093,kj-hamler,kj-hamler,,,16997,19267,00-0036412,6805
14838,32712,2866321,15558,2564232,4243160,17204,laviska-shenault,laviska-shenault,,,16990,19221,00-0036268,6814
14839,32691,2803733,15528,2564850,4241802,17188,jalen-reagor,jalen-reagor,,,16993,19219,00-0036387,6798
14840,32695,2967489,15531,2565093,4360438,17002,brandon-aiyuk,brandon-aiyuk,,,16995,19252,00-0036261,6803
14841,32719,2260676,15597,2564970,4046692,17036,chase-claypool,chase-claypool,,,17028,18627,00-0036326,6886
14842,32704,2240188,15603,2564136,4035687,17183,michael-pittman-jr,michael-pittman,,,17021,19278,00-0036252,6819
14843,32750,2875380,15579,2564412,4259979,17017,lynn-bowden-jr,lynn-bowden,,,,19587,00-0036364,6909
14844,32751,2221840,15577,2564418,,17069,bryan-edwards,bryan-edwards,,,16992,18634,00-0036365,6870
14845,32798,2804813,15627,2563602,4243537,17052,gabriel-davis,gabriel-davis,,,16994,19398,00-0036196,6943
14846,32729,2253076,15613,2564802,4035403,17158,denzel-mims,denzel-mims,,,17025,19344,00-0036255,6849
14847,32762,2246849,15557,2563551,4039050,17066,devin-duvernay,devin-duvernay,,,,19270,00-0036331,6847
14848,32871,2180769,15634,2563572,3916204,17185,james-proche,james-proche,,,,19359,00-0036133,6957
14849,32877,2783899,15625,2563611,4242540,17109,isaiah-hodgins,isaiah-hodgins,,,17216,19375,00-0036165,6920
14850,32836,2251870,15703,2563926,4035793,17030,quintez-cephus,quintez-cephus,,,17033,19396,00-0036277,6895
14851,32890,2179813,,2565048,,17107,k-j-hill,,,,,,00-0036382,6866
14852,32736,2960976,15591,2565276,4360294,17083,antonio-gibson,antonio-gibson,,,17057,19624,00-0036328,6945
14853,32835,2240315,,2564202,4039043,17128,collin-johnson,collin-johnson,,,,18289,00-0036254,6857
14854,33040,2260987,,2564781,,,,binjimen-victor,,,,19617,00-0035819,6939
14855,33039,2239784,,2564760,4040623,17320,austin-mack,austin-mack,,,,19690,00-0035869,6873
14856,33027,2249179,,2564529,,,,quartney-davis,,,,19543,00-0035978,6879
14857,32857,2819119,15642,2563803,4258195,17177,donovan-peoples-jones,donovan-peoples-jones,,,17022,19298,00-0036233,6824
14858,32727,2186342,15564,2564358,3930066,17124,van-jefferson,van-jefferson,,,17037,19483,00-0036415,6853
14859,33253,2253371,,2564355,4046715,18779,trishton-jackson,trishton-jackson,,,,19672,00-0035934,7009
14860,32887,2180514,15751,2565114,3886598,17126,jauan-jennings,jauan-jennings,,,17032,19590,00-0036259,7049
14861,33113,2186637,16036,2564676,3929645,17335,juwan-johnson,juwan-johnson,,,17335,19562,00-0036040,7002
14862,32821,2251260,,2565069,,17189,joe-reed,joe-reed,,,,19468,00-0036377,6913
14863,32812,2250521,,2565273,,17080,antonio-gandy-golden,antonio-gandy-golden,,,,19338,00-0036340,6906
14864,32831,1620002,15729,2565225,2310331,17130,tyler-johnson,tyler-johnson,,,,18633,00-0036427,6960
14865,32884,2221836,15681,2565195,4034950,17219,freddie-swain,freddie-swain,,,,19729,00-0036247,7135
14866,33022,2826768,,2564646,,,,,,,,,,7076
14867,32713,2868619,15573,2563704,4258595,17140,cole-kmet,cole-kmet,,,17040,19229,00-0036290,6826
14868,32806,2183906,15645,2564349,,17112,brycen-hopkins,brycen-hopkins,,,16999,19234,00-0036424,6926
14869,33208,2246946,,2565288,,,,thaddeus-moss,,,,19622,00-0036023,6919
14870,32775,2182228,15575,2564703,3911853,17231,adam-trautman,adam-trautman,,,17047,19423,00-0036422,6869
14871,32803,2867522,15679,2565180,4242557,17173,colby-parkinson,colby-parkinson,,,17048,19372,00-0036244,6865
14872,33064,2180558,,2563518,,,jared-pinkney,jared-pinkney,,,,19250,00-0035787,6834
14873,32788,2245117,15716,2563911,4035115,17170,albert-okwuegbunam,albert-okwuegbunam,,,17043,18246,00-0036423,6843
14874,33186,2815166,,2563923,,17387,hunter-bryant,hunter-bryant,,,,19242,00-0036008,6846
14875,32785,2241240,15644,2563767,4040774,17026,harrison-bryant,harrison-bryant,,,17045,19389,00-0036232,6850
14876,32764,2181108,15567,2563980,3914151,17057,josiah-deguara,josiah-deguara,,,17050,19456,00-0036332,7050
14877,32672,2829229,15537,,4241986,17253,chase-young,chase-young,,,,19195,00-0036321,6782
14878,32707,2868927,15593,,4259594,17089,yetur-gross-matos,yetur-gross-matos,,,,19214,00-0036288,6812
14879,32724,2865969,15547,,4240585,17072,a-j-epenesa,aj-epenesa,,,,19204,00-0036192,6802
14880,32817,2240621,,,4039029,17134,khalid-kareem,khalid-kareem,,,,19326,00-0036341,6864
14881,33320,2257893,,,,,,,,,,,00-0036089,6861
14882,32760,2181166,15552,,3916409,17088,jonathan-greenard,jonathan-greenard,,,,19276,00-0036224,6900
14883,32717,2222006,,,,17049,marlon-davidson,marlon-davidson,,,,19296,00-0036291,6838
14884,32824,2179351,,,,17217,,,,,,,00-0036160,6830
14885,32749,2180452,,,,17254,,jabari-zuniga,,,,19262,00-0036296,6897
14886,32849,2240496,,,,17004,bradlee-anae,bradlee-anae,,,,19315,00-0036379,6827
14887,32678,2239532,15543,,4035462,17205,isaiah-simmons,isaiah-simmons,,,,19200,00-0036356,6781
14888,32690,2804551,15519,,4242205,17031,k-lavon-chaisson,klavon-chaisson,,,,19228,00-0036286,6800
14889,32693,2804138,15515,,4241394,17163,kenneth-murray,,,,,,00-0036441,6811
14890,32767,2804564,15562,,4242206,17180,jacob-phillips,jacob-phillips,,,,19303,00-0036276,7006
14891,32768,2260979,15553,,4040615,17097,malik-harrison,malik-harrison,,,,19293,00-0036280,6867
14892,32697,2252263,15536,,4043130,17021,jordyn-brooks,jordyn-brooks,,,,19292,00-0036409,6949
14893,32744,2183919,15576,,3917657,17011,zack-baun,zack-baun,,,,19238,00-0036418,6815
14894,32757,2186321,15617,,3925350,17125,anfernee-jennings,anfernee-jennings,,,,19288,00-0036193,6848
14895,,2258285,,,,,,,,,,,,7029
14896,32698,2804566,15518,,4242207,17187,patrick-queen,patrick-queen,,,,19421,00-0036323,6807
14897,32677,2241797,15538,,4035495,17024,derrick-brown,derrick-brown,,,,19205,00-0036220,6784
14898,32726,2252833,,,4040965,17054,raekwon-davis,raekwon-davis,,,,18224,00-0036213,6831
14899,32684,2869019,15530,,4259491,17139,javon-kinlaw,javon-kinlaw,,,,19206,00-0036260,6792
14900,32741,2249188,,,4035245,17149,justin-madubuike,justin-madubuike,,,,19272,00-0036130,6818
14901,32752,2179652,15570,,3892883,17079,neville-gallimore,neville-gallimore,,,,19227,00-0036366,6825
14902,32673,2804425,15542,,4241984,17168,jeff-okudah,jeff-okudah,,,,19197,00-0036274,6785
14903,32721,2252834,15569,,4040966,17059,trevon-diggs,trevon-diggs,,,,18287,00-0036361,6809
14904,32731,2223248,15549,,4035433,17078,kristian-fulton,kristian-fulton,,,,19209,00-0036416,6829
14905,32679,2773013,15520,,4240596,17100,cj-henderson,cj-henderson,,,,19218,00-0036281,6791
14906,32689,2179793,,,3915506,17006,damon-arnette,damon-arnette,,,,19255,00-0036359,6840
14907,32714,2804169,15560,,4242208,17058,grant-delpit,grant-delpit,,,,19203,00-0036282,6799
14908,32706,2741205,15572,,4241470,17155,xavier-mckinney,xavier-mckinney,,,,19216,00-0036388,6788
14909,32715,2239774,15619,,4034790,17248,antoine-winfield-jr,,,,,,00-0036411,6888
14910,32740,2246113,15588,,4039059,17132,brandon-jones-1,brandon-jones-s,,,,19248,00-0036221,6911
14911,32738,2180264,15612,,3858271,17050,ashtyn-davis,ashtyn-davis,,,,19232,00-0036329,6855
14912,33211,2183949,16124,2564106,,17258,rodrigo-blankenship,rodrigo-blankenship,,,17267,19469,00-0035849,7062
14914,32668,3158714,,,,17840,,lirim-hajrullahu,,,17058,19774,00-0035758,7094
14915,32667,,,,,,,,,,,,00-0035759,7095
14916,32097,,,,,,,,,,,,00-0035370,6138
14917,32669,3158720,,2563737,,17808,jacques-patrick,jacques-patrick,,,,18368,00-0035760,6108
